"country_year";"alpha_3";"year";"political_stability";"population_total";"population_rural";"population_urban";"safe_drinking_water_total";"basic_drinking_water_total";"safe_drinking_water_rural";"basic_drinking_water_rural";"safe_drinking_water_urban";"basic_drinking_water_urban";"unknown_drinking_water_total";"unknown_drinking_water_rural";"unknown_drinking_water_urban"
"COD_2007";"COD";2007;-2,18;58453683;35966758;22486925;NA;22093826;NA;6680764;NA;15412959;NA;NA;NA
"COD_2008";"COD";2008;-2,01;60411195;36865219;23545976;NA;23175390;NA;7015223;NA;16160218;NA;NA;NA
"COD_2009";"COD";2009;-2;62448574;37787147;24661427;NA;24312316;NA;7364148;NA;16948102;NA;NA;NA
"COD_2010";"COD";2010;-2,2;64563854;38729711;25834143;NA;25504679;NA;7727433;NA;17777347;NA;NA;NA
"COD_2011";"COD";2011;-2,21;66755153;39690154;27064999;NA;26753736;NA;8104932;NA;18648705;NA;NA;NA
"COD_2012";"COD";2012;-2,09;69020747;40665839;28354908;NA;28059515;NA;8496472;NA;19562950;NA;NA;NA
"COD_2013";"COD";2013;-2,19;71358807;41654093;29704714;NA;29422563;NA;8901834;NA;20520818;NA;NA;NA
"COD_2014";"COD";2014;-2,17;73767447;42652252;31115195;NA;30843711;NA;9320754;NA;21522996;NA;NA;NA
"COD_2015";"COD";2015;-2,15;76244544;43657553;32586991;NA;32322944;NA;9752897;NA;22570082;NA;NA;NA
"COD_2016";"COD";2016;-2,23;78789127;44667945;34121182;NA;33861022;NA;10198031;NA;23662978;NA;NA;NA
"COD_2017";"COD";2017;-2,35;81398764;45680589;35718175;NA;35199528;NA;10429226;NA;24770490;NA;NA;NA
"COD_2018";"COD";2018;-2,12;84068091;46691097;37376994;NA;NA;NA;NA;NA;NA;84068091;46691097;37376994
"COG_2000";"COG";2000;-0,92;3127411;1291778;1835633;857608;1787499;89776;232655;767832;1554844;NA;NA;NA
"COG_2001";"COG";2001;NA;3217933;1314318;1903615;887605;1849131;91342;236714;796268;1612427;NA;NA;NA
"COG_2002";"COG";2002;-1,58;3310387;1336836;1973551;919685;1918480;92907;243875;826777;1674604;NA;NA;NA
"COG_2003";"COG";2003;-1,17;3406922;1360190;2046732;953271;1991051;94530;251295;858737;1739748;NA;NA;NA
"COG_2004";"COG";2004;-1,19;3510468;1385463;2125005;1038270;2089070;106132;279630;932143;1809448;NA;NA;NA
"COG_2005";"COG";2005;-1,17;3622775;1413319;2209456;1130134;2194566;118644;309912;1011489;1884653;NA;NA;NA
"COG_2006";"COG";2006;-0,92;3745141;1444080;2301061;1229779;2308601;132174;342383;1097609;1966223;NA;NA;NA
"COG_2007";"COG";2007;-0,77;3876119;1477089;2399030;1337289;2430591;146743;377064;1190539;2053516;NA;NA;NA
"COG_2008";"COG";2008;-0,72;4011486;1510483;2501003;1451673;2558140;162228;413605;1289446;2144537;NA;NA;NA
"COG_2009";"COG";2009;-0,25;4145391;1542076;2603315;1571024;2687571;178409;451423;1392619;2236154;NA;NA;NA
"COG_2010";"COG";2010;-0,32;4273731;1570359;2703372;1693741;2816128;195077;489980;1498656;2326138;NA;NA;NA
"COG_2011";"COG";2011;-0,35;4394844;1594806;2800038;1818890;2942444;212096;528941;1606791;2413500;NA;NA;NA
"COG_2012";"COG";2012;-0,49;4510199;1616052;2894147;1913613;3067277;229474;568331;1684138;2498945;NA;NA;NA
"COG_2013";"COG";2013;-0,48;4622762;1635229;2987533;1988400;3192458;247310;608401;1741081;2584048;NA;NA;NA
"COG_2014";"COG";2014;-0,36;4736976;1653935;3083041;2065251;3320954;265818;649674;1799425;2671270;NA;NA;NA
"COG_2015";"COG";2015;-0,53;4856095;1673276;3182819;2145621;3455091;285185;692600;1860432;2762487;NA;NA;NA
"COG_2016";"COG";2016;-0,52;4980996;1693495;3287501;2229973;3595614;305489;737344;1924482;2858267;NA;NA;NA
"COG_2017";"COG";2017;-0,53;5110695;1714192;3396503;2317946;3741936;326693;783804;1991247;2958127;NA;NA;NA
"COG_2018";"COG";2018;-0,44;5244359;1735038;3509321;NA;NA;NA;NA;NA;NA;5244359;1735038;3509321
"COK_2000";"COK";2000;NA;17930;6241;11689;NA;17912;NA;NA;NA;NA;NA;6241;11689
"COK_2001";"COK";2001;NA;18025;5966;12059;NA;18006;NA;NA;NA;NA;NA;5966;12059
"COK_2002";"COK";2002;NA;18278;5817;12461;NA;18259;NA;NA;NA;NA;NA;5817;12461
"COK_2003";"COK";2003;NA;18608;5742;12866;NA;18588;NA;NA;NA;NA;NA;5742;12866
"COK_2004";"COK";2004;NA;18904;5653;13251;NA;18884;NA;NA;NA;NA;NA;5653;13251
"COK_2005";"COK";2005;NA;19074;5527;13547;NA;19053;NA;NA;NA;NA;NA;5527;13547
"COK_2006";"COK";2006;NA;19092;5357;13735;NA;19071;NA;NA;NA;NA;NA;5357;13735
"COK_2007";"COK";2007;NA;19001;5231;13770;NA;18980;NA;NA;NA;NA;NA;5231;13770
"COK_2008";"COK";2008;NA;18818;5131;13687;NA;18797;NA;NA;NA;NA;NA;5131;13687
"COK_2009";"COK";2009;1,14;18602;5023;13579;NA;18581;NA;NA;NA;NA;NA;5023;13579
"COK_2010";"COK";2010;1,32;18391;4919;13472;NA;18370;NA;NA;NA;NA;NA;4919;13472
"COK_2011";"COK";2011;NA;18195;4820;13375;NA;18174;NA;NA;NA;NA;NA;4820;13375
"COK_2012";"COK";2012;NA;18011;4728;13283;NA;17990;NA;NA;NA;NA;NA;4728;13283
"COK_2013";"COK";2013;NA;17833;4642;13191;NA;17812;NA;NA;NA;NA;NA;4642;13191
"COK_2014";"COK";2014;NA;17691;4567;13124;NA;17670;NA;NA;NA;NA;NA;4567;13124
"COK_2015";"COK";2015;NA;17586;4501;13085;NA;17565;NA;NA;NA;NA;NA;4501;13085
"COK_2016";"COK";2016;NA;17524;4448;13076;NA;17503;NA;NA;NA;NA;NA;4448;13076
"COK_2017";"COK";2017;NA;17507;4406;13101;NA;17486;NA;NA;NA;NA;NA;4406;13101
"COK_2018";"COK";2018;NA;17518;4371;13147;NA;NA;NA;NA;NA;NA;17518;4371;13147
"COL_2000";"COL";2000;-1,6;39629968;10320714;29309254;27052633;36036925;3395574;7338435;23657117;28698519;NA;NA;NA
"COL_2001";"COL";2001;NA;40255967;10313868;29942099;27635186;36781237;3436740;7426779;24198501;29354488;NA;NA;NA
"COL_2002";"COL";2002;-1,95;40875360;10301682;30573678;28216134;37521802;3476047;7511090;24740153;30010746;NA;NA;NA
"COL_2003";"COL";2003;-2,37;41483869;10283507;31200362;28792365;38254483;3513205;7590744;25279126;30663722;NA;NA;NA
"COL_2004";"COL";2004;-2,27;42075955;10257986;31817969;29359629;38973821;3547670;7664565;25812019;31309286;NA;NA;NA
"COL_2005";"COL";2005;-2,06;42647723;10225182;32422541;29914938;39675893;3579370;7732402;26335585;31943501;NA;NA;NA
"COL_2006";"COL";2006;-1,9;43200897;10185482;33015415;30459224;40361993;3608351;7794354;26850872;32567640;NA;NA;NA
"COL_2007";"COL";2007;-1,8;43737516;10139923;33597593;30959609;41033650;3634898;7851037;27324795;33182653;NA;NA;NA
"COL_2008";"COL";2008;-1,85;44254975;10088204;34166771;31446828;41688244;3658826;7902057;27788074;33786215;NA;NA;NA
"COL_2009";"COL";2009;-1,83;44750054;10029927;34720127;31918365;42322444;3679913;7946931;28238411;34375495;NA;NA;NA
"COL_2010";"COL";2010;-1,54;45222700;9965425;35257275;32373751;42935824;3698199;7985750;28675482;34950047;NA;NA;NA
"COL_2011";"COL";2011;-1,28;45662748;9892837;35769911;32805442;43518407;3712908;8016838;29092534;35501565;NA;NA;NA
"COL_2012";"COL";2012;-1,4;46075718;9813785;36261933;33217335;44075166;3724552;8041304;29492733;36033842;NA;NA;NA
"COL_2013";"COL";2013;-1,29;46495493;9735734;36759759;33633491;44638254;3735915;8065157;29897561;36573089;NA;NA;NA
"COL_2014";"COL";2014;-1,11;46967696;9668076;37299620;34087036;45251661;3750653;8096292;30336478;37155408;NA;NA;NA
"COL_2015";"COL";2015;-1,07;47520667;9616072;37904595;34599128;45943385;3770959;8139442;30828254;37803973;NA;NA;NA
"COL_2016";"COL";2016;-0,88;48175052;9583080;38591972;35166771;46711402;3798363;8197904;31368369;38513484;NA;NA;NA
"COL_2017";"COL";2017;-0,77;48909839;9564057;39345782;35818353;47589327;3831085;8267832;31987169;39321462;NA;NA;NA
"COL_2018";"COL";2018;-0,81;49661048;9546016;40115032;NA;NA;NA;NA;NA;NA;49661048;9546016;40115032
"COM_2000";"COM";2000;0,02;542357;390064;152293;NA;493262;NA;356728;NA;136534;NA;NA;NA
"COM_2001";"COM";2001;NA;555888;400041;155847;NA;504976;NA;364632;NA;140344;NA;NA;NA
"COM_2002";"COM";2002;0,4;569479;410073;159406;NA;512563;NA;369238;NA;143326;NA;NA;NA
"COM_2003";"COM";2003;-0,67;583211;420218;162993;NA;520059;NA;373745;NA;146314;NA;NA;NA
"COM_2004";"COM";2004;-0,16;597228;430581;166647;NA;527587;NA;378243;NA;149344;NA;NA;NA
"COM_2005";"COM";2005;-0,44;611627;441134;170493;NA;535229;NA;382702;NA;152527;NA;NA;NA
"COM_2006";"COM";2006;-0,36;626425;451884;174541;NA;542995;NA;387125;NA;155870;NA;NA;NA
"COM_2007";"COM";2007;-1,09;641620;462822;178798;NA;550876;NA;391498;NA;159377;NA;NA;NA
"COM_2008";"COM";2008;-1,11;657229;473954;183275;NA;558881;NA;395823;NA;163058;NA;NA;NA
"COM_2009";"COM";2009;-0,77;673252;485270;187982;NA;567004;NA;400086;NA;166919;NA;NA;NA
"COM_2010";"COM";2010;-0,56;689692;496767;192925;NA;575244;NA;404281;NA;170963;NA;NA;NA
"COM_2011";"COM";2011;-0,55;706569;508448;198121;NA;583611;NA;408407;NA;175204;NA;NA;NA
"COM_2012";"COM";2012;-0,45;723871;520295;203576;NA;592090;NA;412445;NA;179645;NA;NA;NA
"COM_2013";"COM";2013;-0,26;741505;532233;209272;NA;600601;NA;416334;NA;184267;NA;NA;NA
"COM_2014";"COM";2014;-0,19;759390;544193;215197;NA;609077;NA;420018;NA;189058;NA;NA;NA
"COM_2015";"COM";2015;-0,23;777424;556090;221334;NA;622965;NA;427698;NA;195267;NA;NA;NA
"COM_2016";"COM";2016;0,04;795592;567905;227687;NA;637658;NA;436786;NA;200872;NA;NA;NA
"COM_2017";"COM";2017;0,04;813892;579625;234267;NA;652477;NA;445800;NA;206677;NA;NA;NA
"COM_2018";"COM";2018;-0,2;832322;591237;241085;NA;NA;NA;NA;NA;NA;832322;591237;241085
"CPV_2000";"CPV";2000;1,22;428188;199385;228803;NA;337305;NA;140194;NA;197112;NA;NA;NA
"CPV_2001";"CPV";2001;NA;435709;199158;236551;NA;344021;NA;140235;NA;203786;NA;NA;NA
"CPV_2002";"CPV";2002;0,73;442951;198683;244268;NA;350536;NA;140101;NA;210434;NA;NA;NA
"CPV_2003";"CPV";2003;0,92;449930;197982;251948;NA;356857;NA;139806;NA;217051;NA;NA;NA
"CPV_2004";"CPV";2004;1,04;456617;197047;259570;NA;364477;NA;139345;NA;225133;NA;NA;NA
"CPV_2005";"CPV";2005;0,75;463032;195912;267120;NA;371980;NA;138740;NA;233241;NA;NA;NA
"CPV_2006";"CPV";2006;0,96;469170;194570;274600;NA;379361;NA;137985;NA;241376;NA;NA;NA
"CPV_2007";"CPV";2007;0,88;475060;193047;282013;NA;386638;NA;137100;NA;249539;NA;NA;NA
"CPV_2008";"CPV";2008;0,81;480842;191405;289437;NA;393925;NA;136127;NA;257798;NA;NA;NA
"CPV_2009";"CPV";2009;0,82;486671;189723;296948;NA;401344;NA;135122;NA;266222;NA;NA;NA
"CPV_2010";"CPV";2010;0,84;492654;188092;304562;NA;408977;NA;134150;NA;274826;NA;NA;NA
"CPV_2011";"CPV";2011;0,72;498857;187960;310897;NA;416604;NA;134246;NA;282358;NA;NA;NA
"CPV_2012";"CPV";2012;0,81;505235;187840;317395;NA;424463;NA;134350;NA;290113;NA;NA;NA
"CPV_2013";"CPV";2013;0,78;511748;187727;324021;NA;432520;NA;134458;NA;298062;NA;NA;NA
"CPV_2014";"CPV";2014;0,35;518271;187564;330707;NA;440674;NA;134530;NA;306143;NA;NA;NA
"CPV_2015";"CPV";2015;0,87;524743;187333;337410;NA;450643;NA;136514;NA;314129;NA;NA;NA
"CPV_2016";"CPV";2016;0,89;531146;187047;344099;NA;459377;NA;139022;NA;320356;NA;NA;NA
"CPV_2017";"CPV";2017;0,77;537498;186720;350778;NA;468071;NA;141496;NA;326574;NA;NA;NA
"CPV_2018";"CPV";2018;0,75;543767;186341;357426;NA;NA;NA;NA;NA;NA;543767;186341;357426
"CRI_2000";"CRI";2000;0,87;3962372;1622525;2339847;3435670;3728936;1196974;1411863;2238693;2317071;NA;NA;NA
"CRI_2001";"CRI";2001;NA;4034074;1597107;2436967;3521613;3816716;1188863;1402296;2332746;2414418;NA;NA;NA
"CRI_2002";"CRI";2002;1,07;4100925;1568461;2532464;3603321;3899717;1177989;1389470;2425335;2510248;NA;NA;NA
"CRI_2003";"CRI";2003;0,6;4164053;1537384;2626669;3681671;3978913;1164892;1374022;2516775;2604890;NA;NA;NA
"CRI_2004";"CRI";2004;0,63;4225155;1504658;2720497;3758061;4055845;1150120;1356598;2607942;2699248;NA;NA;NA
"CRI_2005";"CRI";2005;0,71;4285502;1471131;2814371;3833534;4131673;1134294;1337931;2699239;2793742;NA;NA;NA
"CRI_2006";"CRI";2006;0,74;4345412;1436813;2908599;3908370;4206689;1117407;1318011;2790964;2888677;NA;NA;NA
"CRI_2007";"CRI";2007;0,58;4404628;1401816;3002812;3982290;4280613;1099529;1296924;2882761;2983689;NA;NA;NA
"CRI_2008";"CRI";2008;0,36;4463125;1366182;3096943;4055252;4353403;1080681;1274693;2974567;3078709;NA;NA;NA
"CRI_2009";"CRI";2009;0,59;4520740;1330206;3190534;4127024;4424861;1061086;1251580;3065942;3173283;NA;NA;NA
"CRI_2010";"CRI";2010;0,69;4577378;1293762;3283616;4197551;4494898;1040635;1227457;3156914;3267440;NA;NA;NA
"CRI_2011";"CRI";2011;0,51;4633086;1257056;3376030;4266817;4563533;1019486;1202511;3247330;3361022;NA;NA;NA
"CRI_2012";"CRI";2012;0,64;4688000;1221388;3466612;4334762;4630857;998696;1177989;3336070;3452868;NA;NA;NA
"CRI_2013";"CRI";2013;0,68;4742107;1186949;3555158;4401377;4696873;978444;1154101;3422933;3542772;NA;NA;NA
"CRI_2014";"CRI";2014;0,58;4795396;1153703;3641693;4466663;4761598;958725;1130842;3507941;3630756;NA;NA;NA
"CRI_2015";"CRI";2015;0,68;4847804;1121666;3726138;4530565;4824970;939575;1108255;3590992;3716716;NA;NA;NA
"CRI_2016";"CRI";2016;0,66;4899345;1090861;3808484;4590877;4884635;920523;1085782;3670352;3798853;NA;NA;NA
"CRI_2017";"CRI";2017;0,61;4949954;1061286;3888668;4643195;4935179;895566;1056344;3747628;3878835;NA;NA;NA
"CRI_2018";"CRI";2018;0,49;4999441;1032908;3966533;NA;NA;NA;NA;NA;NA;4999441;1032908;3966533
"CUB_2000";"CUB";2000;0,25;11126430;2745657;8380773;NA;10346770;NA;2201912;NA;8144860;NA;NA;NA
"CUB_2001";"CUB";2001;NA;11164667;2729241;8435426;NA;10401543;NA;2205386;NA;8196149;NA;NA;NA
"CUB_2002";"CUB";2002;0,26;11199651;2711990;8487661;NA;10453046;NA;2207981;NA;8245066;NA;NA;NA
"CUB_2003";"CUB";2003;0,32;11229183;2700979;8528204;NA;10498091;NA;2215483;NA;8282605;NA;NA;NA
"CUB_2004";"CUB";2004;0,36;11250365;2695523;8554842;NA;10534075;NA;2227442;NA;8306625;NA;NA;NA
"CUB_2005";"CUB";2005;0,42;11261582;2687707;8573875;NA;10561291;NA;2238108;NA;8323181;NA;NA;NA
"CUB_2006";"CUB";2006;0,47;11261248;2677137;8584111;NA;10577564;NA;2246374;NA;8331190;NA;NA;NA
"CUB_2007";"CUB";2007;0,45;11251122;2664278;8586844;NA;10584498;NA;2252581;NA;8331915;NA;NA;NA
"CUB_2008";"CUB";2008;0,52;11236971;2650501;8586470;NA;10587481;NA;2257853;NA;8329624;NA;NA;NA
"CUB_2009";"CUB";2009;0,36;11226709;2637722;8588987;NA;10593955;NA;2263816;NA;8330138;NA;NA;NA
"CUB_2010";"CUB";2010;0,35;11225832;2627172;8598660;NA;10609141;NA;2271553;NA;8337588;NA;NA;NA
"CUB_2011";"CUB";2011;0,28;11236671;2619383;8617288;NA;10635288;NA;2281571;NA;8353717;NA;NA;NA
"CUB_2012";"CUB";2012;0,31;11257104;2613815;8643289;NA;10670433;NA;2293449;NA;8376981;NA;NA;NA
"CUB_2013";"CUB";2013;0,37;11282723;2614536;8668187;NA;10709991;NA;2310824;NA;8399167;NA;NA;NA
"CUB_2014";"CUB";2014;0,54;11306904;2616258;8690646;NA;10748084;NA;2329110;NA;8418978;NA;NA;NA
"CUB_2015";"CUB";2015;0,64;11324781;2616512;8708269;NA;10780211;NA;2346112;NA;8434095;NA;NA;NA
"CUB_2016";"CUB";2016;0,69;11335104;2615008;8720096;NA;10805133;NA;2361541;NA;8443592;NA;NA;NA
"CUB_2017";"CUB";2017;0,65;11339254;2610637;8728617;NA;10809436;NA;2357594;NA;8451843;NA;NA;NA
"CUB_2018";"CUB";2018;0,65;11338134;2603602;8734532;NA;NA;NA;NA;NA;NA;11338134;2603602;8734532
"CUW_2011";"CUW";2011;NA;152315;15574;136741;NA;NA;NA;NA;NA;NA;152315;15574;136741
"CUW_2012";"CUW";2012;NA;154817;16017;138800;NA;NA;NA;NA;NA;NA;154817;16017;138800
"CUW_2013";"CUW";2013;NA;156794;16396;140398;NA;NA;NA;NA;NA;NA;156794;16396;140398
"CUW_2014";"CUW";2014;NA;158422;16726;141696;NA;NA;NA;NA;NA;NA;158422;16726;141696
"CUW_2015";"CUW";2015;NA;159847;17021;142826;NA;NA;NA;NA;NA;NA;159847;17021;142826
"CUW_2016";"CUW";2016;NA;161052;17277;143775;NA;NA;NA;NA;NA;NA;161052;17277;143775
"CUW_2017";"CUW";2017;NA;161997;17490;144507;NA;NA;NA;NA;NA;NA;161997;17490;144507
"CUW_2018";"CUW";2018;NA;162752;17668;145084;NA;NA;NA;NA;NA;NA;162752;17668;145084
"CYM_2000";"CYM";2000;NA;42303;0;42303;NA;NA;NA;NA;NA;NA;42303;NA;42303
"CYM_2001";"CYM";2001;NA;43935;0;43935;NA;NA;NA;NA;NA;NA;43935;NA;43935
"CYM_2002";"CYM";2002;NA;45351;0;45351;NA;NA;NA;NA;NA;NA;45351;NA;45351
"CYM_2003";"CYM";2003;NA;46632;0;46632;NA;NA;NA;NA;NA;NA;46632;NA;46632
"CYM_2004";"CYM";2004;NA;47902;0;47902;NA;NA;NA;NA;NA;NA;47902;NA;47902
"CYM_2005";"CYM";2005;NA;49261;0;49261;NA;NA;NA;NA;NA;NA;49261;NA;49261
"CYM_2006";"CYM";2006;NA;50740;0;50740;NA;NA;NA;NA;NA;NA;50740;NA;50740
"CYM_2007";"CYM";2007;NA;52280;0;52280;NA;NA;NA;NA;NA;NA;52280;NA;52280
"CYM_2008";"CYM";2008;NA;53836;0;53836;NA;NA;NA;NA;NA;NA;53836;NA;53836
"CYM_2009";"CYM";2009;NA;55322;0;55322;NA;NA;NA;NA;NA;NA;55322;NA;55322
"CYM_2010";"CYM";2010;NA;56672;0;56672;NA;NA;NA;NA;NA;NA;56672;NA;56672
"CYM_2011";"CYM";2011;NA;57878;0;57878;NA;NA;NA;NA;NA;NA;57878;NA;57878
"CYM_2012";"CYM";2012;NA;58958;0;58958;NA;NA;NA;NA;NA;NA;58958;NA;58958
"CYM_2013";"CYM";2013;NA;59932;0;59932;NA;NA;NA;NA;NA;NA;59932;NA;59932
"CYM_2014";"CYM";2014;NA;60848;0;60848;NA;NA;NA;NA;NA;NA;60848;NA;60848
"CYM_2015";"CYM";2015;NA;61724;0;61724;NA;NA;NA;NA;NA;NA;61724;NA;61724
"CYM_2016";"CYM";2016;NA;62569;0;62569;NA;NA;NA;NA;NA;NA;62569;NA;62569
"CYM_2017";"CYM";2017;NA;63382;0;63382;NA;NA;NA;NA;NA;NA;63382;NA;63382
"CYM_2018";"CYM";2018;NA;64174;0;64174;NA;NA;NA;NA;NA;NA;64174;NA;64174
"CYP_2000";"CYP";2000;0,52;943290;295737;647553;899699;943149;NA;295596;NA;647553;NA;NA;NA
"CYP_2001";"CYP";2001;NA;960276;299899;660377;915900;960133;NA;299756;NA;660377;NA;NA;NA
"CYP_2002";"CYP";2002;0,19;976964;305846;671118;931817;976818;NA;305700;NA;671118;NA;NA;NA
"CYP_2003";"CYP";2003;0,53;993563;312451;681112;947422;993177;NA;312302;NA;680875;NA;NA;NA
"CYP_2004";"CYP";2004;0,38;1010408;319185;691223;968147;1009774;NA;319032;NA;690742;NA;NA;NA
"CYP_2005";"CYP";2005;0,52;1027662;326097;701565;989386;1026738;NA;325906;NA;700832;NA;NA;NA
"CYP_2006";"CYP";2006;0,54;1045507;333252;712255;1011325;1044255;NA;332992;NA;711263;NA;NA;NA
"CYP_2007";"CYP";2007;0,54;1063713;340577;723136;1033774;1062122;NA;340244;NA;721877;NA;NA;NA
"CYP_2008";"CYP";2008;0,64;1081563;347846;733717;1056039;1079623;NA;347438;NA;732184;NA;NA;NA
"CYP_2009";"CYP";2009;0,39;1098083;354735;743348;1077158;1095786;NA;354250;NA;741537;NA;NA;NA
"CYP_2010";"CYP";2010;0,45;1112612;361033;751579;1096463;1109955;NA;360469;NA;749486;NA;NA;NA
"CYP_2011";"CYP";2011;0,61;1124833;366623;758210;1113612;1121813;NA;365978;NA;755834;NA;NA;NA
"CYP_2012";"CYP";2012;0,64;1135046;371597;763449;1128872;1131662;NA;370871;NA;760791;NA;NA;NA
"CYP_2013";"CYP";2013;0,56;1143866;375913;767953;1140117;1140117;NA;375105;NA;765012;NA;NA;NA
"CYP_2014";"CYP";2014;0,55;1152285;379892;772393;1148168;1148168;NA;379001;NA;769166;NA;NA;NA
"CYP_2015";"CYP";2015;0,55;1160985;383751;777234;1156493;1156493;NA;382776;NA;773716;NA;NA;NA
"CYP_2016";"CYP";2016;0,6;1170187;387557;782630;1165661;1165661;NA;386573;NA;779088;NA;NA;NA
"CYP_2017";"CYP";2017;0,54;1179678;391234;788444;1175116;1175116;NA;390240;NA;784876;NA;NA;NA
"CYP_2018";"CYP";2018;0,54;1189265;394712;794553;NA;NA;NA;NA;NA;NA;1189265;394712;794553
"CZE_2000";"CZE";2000;0,33;10289373;2676459;7612914;9910915;10269424;NA;2665960;NA;7603466;NA;NA;NA
"CZE_2001";"CZE";2001;NA;10271008;2683070;7587938;9892821;10251064;NA;2672545;NA;7578521;NA;NA;NA
"CZE_2002";"CZE";2002;1,05;10252261;2685216;7567045;9886853;10232924;NA;2675116;NA;7557809;NA;NA;NA
"CZE_2003";"CZE";2003;0,89;10239136;2688825;7550311;9886303;10220396;NA;2679145;NA;7541251;NA;NA;NA
"CZE_2004";"CZE";2004;0,65;10239439;2695972;7543467;9898740;10221272;NA;2686702;NA;7534570;NA;NA;NA
"CZE_2005";"CZE";2005;0,94;10258167;2707977;7550190;9929050;10240543;NA;2699103;NA;7541441;NA;NA;NA
"CZE_2006";"CZE";2006;1,05;10298614;2725777;7572837;9980492;10281502;NA;2717285;NA;7564218;NA;NA;NA
"CZE_2007";"CZE";2007;1,02;10357538;2748549;7608989;10049994;10340914;NA;2740429;NA;7600485;NA;NA;NA
"CZE_2008";"CZE";2008;1,05;10425266;2773767;7651499;10128232;10409126;NA;2766021;NA;7643105;NA;NA;NA
"CZE_2009";"CZE";2009;0,91;10488155;2797779;7690376;10201963;10472515;NA;2790417;NA;7682098;NA;NA;NA
"CZE_2010";"CZE";2010;0,99;10536518;2818017;7718501;10261739;10521409;NA;2811057;NA;7710352;NA;NA;NA
"CZE_2011";"CZE";2011;1,11;10566517;2833411;7733106;10303764;10551971;NA;2826871;NA;7725101;NA;NA;NA
"CZE_2012";"CZE";2012;1,05;10581293;2836117;7745176;10331107;10567346;NA;2830028;NA;7737317;NA;NA;NA
"CZE_2013";"CZE";2013;1,08;10586533;2827627;7758906;10349206;10573206;NA;2822013;NA;7751193;NA;NA;NA
"CZE_2014";"CZE";2014;0,99;10591108;2818959;7772149;10366624;10578400;NA;2813817;NA;7764583;NA;NA;NA
"CZE_2015";"CZE";2015;0,98;10601397;2811819;7789578;10376724;10588686;NA;2806690;NA;7781995;NA;NA;NA
"CZE_2016";"CZE";2016;0,98;10618857;2806564;7812293;10393843;10606132;NA;2801445;NA;7804688;NA;NA;NA
"CZE_2017";"CZE";2017;1;10641034;2801260;7839774;10415583;10628292;NA;2796151;NA;7832142;NA;NA;NA
"CZE_2018";"CZE";2018;1,04;10665677;2795265;7870412;NA;NA;NA;NA;NA;NA;10665677;2795265;7870412
"DEU_2000";"DEU";2000;1,41;81400882;20378595;61022287;81238080;81400882;NA;20378595;NA;61022287;NA;NA;NA
"DEU_2001";"DEU";2001;NA;81453885;20224914;61228971;81290977;81453885;NA;20224914;NA;61228971;NA;NA;NA
"DEU_2002";"DEU";2002;1,1;81535122;20078659;61456463;81372052;81535122;NA;20078659;NA;61456463;NA;NA;NA
"DEU_2003";"DEU";2003;0,58;81614380;19932514;61681866;81451151;81614380;NA;19932514;NA;61681866;NA;NA;NA
"DEU_2004";"DEU";2004;0,64;81646474;19775324;61871150;81483181;81646474;NA;19775324;NA;61871150;NA;NA;NA
"DEU_2005";"DEU";2005;0,89;81602741;19601173;62001568;81439536;81602741;NA;19601173;NA;62001568;NA;NA;NA
"DEU_2006";"DEU";2006;1,03;81472226;19407230;62064996;81309282;81472226;NA;19407230;NA;62064996;NA;NA;NA
"DEU_2007";"DEU";2007;1;81277830;19199646;62078184;81115274;81277830;NA;19199646;NA;62078184;NA;NA;NA
"DEU_2008";"DEU";2008;0,95;81065752;18989401;62076351;80903620;81065752;NA;18989401;NA;62076351;NA;NA;NA
"DEU_2009";"DEU";2009;0,86;80899961;18792110;62107851;80738161;80899961;NA;18792110;NA;62107851;NA;NA;NA
"DEU_2010";"DEU";2010;0,8;80827002;18617560;62209442;80665348;80827002;NA;18617560;NA;62209442;NA;NA;NA
"DEU_2011";"DEU";2011;0,84;80855632;18467426;62388206;80693921;80855632;NA;18467426;NA;62388206;NA;NA;NA
"DEU_2012";"DEU";2012;0,78;80972628;18486036;62486592;80810683;80972628;NA;18486036;NA;62486592;NA;NA;NA
"DEU_2013";"DEU";2013;0,93;81174367;18523986;62650381;81012018;81174367;NA;18523986;NA;62650381;NA;NA;NA
"DEU_2014";"DEU";2014;0,93;81450378;18578828;62871550;81287477;81450378;NA;18578828;NA;62871550;NA;NA;NA
"DEU_2015";"DEU";2015;0,7;81787411;18647530;63139881;81623836;81787411;NA;18647530;NA;63139881;NA;NA;NA
"DEU_2016";"DEU";2016;0,68;82193768;18720761;63473007;82029380;82193768;NA;18720761;NA;63473007;NA;NA;NA
"DEU_2017";"DEU";2017;0,59;82658409;18795843;63862566;82493092;82658409;NA;18795843;NA;63862566;NA;NA;NA
"DEU_2018";"DEU";2018;0,6;83124418;18859643;64264775;NA;NA;NA;NA;NA;NA;83124418;18859643;64264775
"DJI_2000";"DJI";2000;-0,24;717584;168406;549178;NA;542215;NA;92154;NA;450059;NA;NA;NA
"DJI_2001";"DJI";2001;NA;733015;171689;561326;NA;553822;NA;93177;NA;460644;NA;NA;NA
"DJI_2002";"DJI";2002;-0,31;746942;174608;572334;NA;564294;NA;93974;NA;470320;NA;NA;NA
"DJI_2003";"DJI";2003;-0,91;759641;177227;582414;NA;573841;NA;94584;NA;479257;NA;NA;NA
